id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Human,unknown,unknown,unknown,3,DB01101
BE0002443,Cytidine deaminase,Human,unknown,unknown,unknown,4,DB01101
BE0002793,Cytochrome P450 2C9,Human,unknown,strong,unknown,5,DB01101
BE0002436,Histamine N-methyltransferase,Human,unknown,unknown,unknown,NA,DB01103
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01103
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,6,DB01103
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01104
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,2,DB01104
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB01104
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01104
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,5,DB01104
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB01104
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,unknown,unknown,7,DB01104
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,8,DB01104
BE0001052,CYP2B protein,Human,unknown,unknown,unknown,9,DB01104
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01105
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01107
BE0001064,Heparanase,Human,unknown,unknown,unknown,4,DB01109
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,NA,DB01110
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01110
BE0002793,Cytochrome P450 2C9,Human,unknown,moderate,unknown,NA,DB01110
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,17,DB01110
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,18,DB01110
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,19,DB01110
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,20,DB01110
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,21,DB01110
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,22,DB01110
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,23,DB01110
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01114
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01114
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01114
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01114
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01115
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB01115
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB01115
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB01115
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,5,DB01115
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB01115
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB01115
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,8,DB01115
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,9,DB01115
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,10,DB01115
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB01115
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,NA,DB01116
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01117
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB01118
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB01118
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,3,DB01118
BE0002793,Cytochrome P450 2C9,Human,unknown,moderate,unknown,4,DB01118
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,5,DB01118
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB01118
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB01118
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,8,DB01118
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,9,DB01118
BE0003336,Cytochrome P450 2A6,Human,unknown,moderate,unknown,10,DB01118
BE0002240,Glutamine synthetase,Human,unknown,unknown,unknown,7,DB01119
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01120
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB01120
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,NA,DB01122
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01124
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB01124
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB01124
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,4,DB01124
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01126
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,1,DB01126
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB01127
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,2,DB01127
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB01127
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01128
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01128
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB01128
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB01128
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01129
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01129
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,2,DB01129
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01129
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01129
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,5,DB01129
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,6,DB01129
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01131
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01131
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB01131
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB01131
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,3,DB01131
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB01131
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,NA,DB01132
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01132
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,3,DB01132
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB01132
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB01132
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,6,DB01132
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,3,DB01135
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,NA,DB01136
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01136
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01136
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,11,DB01136
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,12,DB01136
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,13,DB01136
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,14,DB01136
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,15,DB01136
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,24,DB01136
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01137
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01137
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01138
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB01138
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,4,DB01138
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB01138
BE0002089,Catechol O-methyltransferase,Human,unknown,unknown,unknown,NA,DB01141
BE0003195,Arylsulfatase A,Human,unknown,unknown,unknown,NA,DB01141
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01142
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01142
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01142
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01142
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,22,DB01142
BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Human,unknown,unknown,unknown,NA,DB01143
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01144
BE0002362,Cytochrome P450 3A5,Human,unknown,strong,unknown,NA,DB01149
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,NA,DB01149
BE0001052,CYP2B protein,Human,unknown,unknown,unknown,NA,DB01149
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01149
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,10,DB01149
BE0004866,CYP3A,Human,no,strong,unknown,12,DB01149
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,1,DB01151
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01151
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,3,DB01151
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB01151
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01151
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,6,DB01151
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,7,DB01151
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,8,DB01151
BE0000875,Lanosterol 14-alpha demethylase,Human,unknown,unknown,unknown,1,DB01153
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB01154
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,NA,DB01156
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,NA,DB01156
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,5,DB01156
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,6,DB01156
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB01156
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,8,DB01156
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,9,DB01156
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,10,DB01156
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB01159
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01159
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,3,DB01159
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,19,DB01159
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,20,DB01159
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,21,DB01159
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,6,DB01161
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01165
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01166
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01166
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01166
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01166
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB01166
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB01166
BE0002362,Cytochrome P450 3A5,Human,unknown,strong,unknown,NA,DB01167
BE0003612,Cytochrome P450 3A7,Human,unknown,strong,unknown,NA,DB01167
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,NA,DB01167
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01167
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,1,DB01167
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,3,DB01167
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,4,DB01167
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,NA,DB01168
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,1,DB01168
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,NA,DB01169
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,9,DB01169
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,10,DB01169
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01170
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,NA,DB01171
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,unknown,unknown,NA,DB01171
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01171
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01171
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB01171
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB01171
BE0002566,Aminoglycoside 2'-N-acetyltransferase,Mycobacterium tuberculosis,unknown,unknown,unknown,NA,DB01172
BE0003547,Kanamycin nucleotidyltransferase,Staphylococcus aureus,unknown,unknown,unknown,NA,DB01172
BE0003548,Aminoglycoside 3'-phosphotransferase,Escherichia coli,unknown,unknown,unknown,NA,DB01172
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,1,DB01173
BE0002638,Cytochrome P450 3A4,Human,unknown,weak,unknown,2,DB01173
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,3,DB01173
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,8,DB01173
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,1,DB01174
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,strong,2,DB01174
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,strong,3,DB01174
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB01174
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,4,DB01174
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,strong,5,DB01174
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,11,DB01174
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,12,DB01174
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,13,DB01174
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,14,DB01174
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,15,DB01174
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,16,DB01174
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,17,DB01174
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,18,DB01174
BE0004673,Cytochrome P450 4B1,Human,unknown,unknown,unknown,19,DB01174
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,22,DB01174
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01175
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01175
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,3,DB01175
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB01176
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01177
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB01177
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,1,DB01179
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01179
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,1,DB01181
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01181
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB01181
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB01181
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB01181
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB01181
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,7,DB01181
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,8,DB01181
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,9,DB01181
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,10,DB01181
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,1,DB01182
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01182
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01182
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB01182
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB01182
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB01183
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,7,DB01183
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,11,DB01183
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01184
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01184
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01184
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01184
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB01184
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB01184
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB01184
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01186
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB01186
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01190
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01191
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01191
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,4,DB01191
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB01191
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB01191
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,7,DB01191
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01192
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB01192
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01193
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01194
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01195
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB01195
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01196
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01197
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01198
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB01198
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB01198
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,4,DB01198
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,6,DB01198
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01200
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,20,DB01200
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,strong,NA,DB01201
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01201
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,NA,DB01201
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01201
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,2,DB01201
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB01201
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB01201
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB01204
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,4,DB01204
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01204
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01206
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01206
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB01211
BE0002362,Cytochrome P450 3A5,Human,unknown,strong,unknown,1,DB01211
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01211
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,2,DB01211
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01211
BE0002240,Glutamine synthetase,Human,unknown,unknown,unknown,6,DB01212
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB01213
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,5,DB01213
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01215
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01216
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01216
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01216
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,NA,DB01217
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB01217
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB01217
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB01217
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01218
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01218
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB01218
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB01218
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01219
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01220
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01221
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01221
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,NA,DB01221
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,4,DB01221
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB01221
