form,route,strength,parent_key
Liquid,Intravenous,1 mg,DB01001
Liquid,Intravenous,.25 mg,DB01001
Solution,Respiratory (inhalation),2.5 mg,DB01001
Liquid,Respiratory (inhalation),1.25 mg,DB01001
Liquid,Respiratory (inhalation),2.5 mg,DB01001
Solution,Respiratory (inhalation),1.25 mg,DB01001
Liquid,Respiratory (inhalation),5 mg,DB01001
Liquid,Oral,0.4 mg,DB01001
Liquid,Oral,.4 mg,DB01001
Capsule,Respiratory (inhalation),200 mcg,DB01001
Capsule,Respiratory (inhalation),400 mcg,DB01001
Solution,Respiratory (inhalation),.31 mg/3mL,DB01001
Solution,Respiratory (inhalation),.63 mg/3mL,DB01001
Solution,Respiratory (inhalation),1.25 mg/3mL,DB01001
"Solution, concentrate",Respiratory (inhalation),1.25 mg/.5mL,DB01001
"Aerosol, metered",Oral,45 ug/1,DB01001
Spray,Nasal,2 %,DB01003
Solution,Ophthalmic,2 %,DB01003
Solution,Intrabronchial,20 mg/2mL,DB01003
Solution,Oral,20 mg/mL,DB01003
Solution / drops,Ophthalmic,40 mg/mL,DB01003
"Solution, concentrate",Oral,100 mg/5mL,DB01003
"Solution, concentrate",Oral,20 mg/mL,DB01003
"Spray, metered",Nasal,5.2 mg/mL,DB01003
Liquid,Oral,20 mg/mL,DB01003
Liquid,Respiratory (inhalation),1 %,DB01003
"Aerosol, metered; solution",Nasal,2 %,DB01003
"Aerosol, metered",Respiratory (inhalation),1 mg,DB01003
Powder,Respiratory (inhalation),20 mg,DB01003
Capsule,Oral,100 mg,DB01003
"Spray, metered",Nasal,5.2 mg/1,DB01003
Solution,Respiratory (inhalation),1 %,DB01003
Liquid; spray,Nasal,2 %,DB01003
Solution,Respiratory (inhalation),10 mg,DB01003
Liquid,Ophthalmic,2 %,DB01003
"Spray, metered",Nasal,2 %,DB01003
"Aerosol, metered",Nasal,2 %,DB01003
Ointment,Ophthalmic,40 mg,DB01003
Capsule,Oral,250 mg,DB01004
"Powder, for solution",Intravenous,500 mg,DB01004
"Injection, powder, lyophilized, for solution",Intravenous,500 mg/10mL,DB01004
Capsule,Oral,500 mg,DB01004
Capsule,Oral,250 mg/1,DB01004
Capsule,Oral,500 mg/1,DB01004
"Injection, solution",Intravenous,2 mg/mL,DB01004
"Injection, solution",Intravenous,50 mg/mL,DB01004
"Injection, solution",Intravenous,500 mg/10mL,DB01004
Implant,Intravitreal,4.5 mg,DB01004
Gel,Ophthalmic,1.5 mg/g,DB01004
Capsule,Oral,200 mg/1,DB01005
Capsule,Oral,300 mg/1,DB01005
Capsule,Oral,400 mg/1,DB01005
Capsule,Oral,500 mg,DB01005
Capsule,Oral,500 mg/1,DB01005
"Tablet, film coated",Oral,100 mg/1,DB01005
"Tablet, film coated",Oral,100 mg,DB01005
"Tablet, film coated",Oral,1000 mg/1,DB01005
"Tablet, film coated",Oral,1000 mg,DB01005
Tablet,Oral,2.5 mg,DB01006
Kit,,,DB01006
Tablet,Oral,2.5 mg/1,DB01006
"Tablet, film coated",Oral,2.5 mg/1,DB01006
Cream; ointment,Topical; Vaginal,,DB01007
Cream; suppository,Topical; Vaginal,,DB01007
Ointment,Vaginal,6.5 %,DB01007
Suppository,Vaginal,300 mg,DB01007
Ointment,Vaginal,6.5 g/100g,DB01007
Ointment,Topical,300 mg/g,DB01007
Ointment,Vaginal,65 mg/g,DB01007
Cream,Topical,1 %,DB01007
Cream,Topical,10 mg,DB01007
Ointment,Vaginal,300 mg/1,DB01007
"Injection, solution, concentrate",Intravenous,6 mg/mL,DB01008
Injection,Intravenous,6 mg/mL,DB01008
Solution,Intravenous,60 mg,DB01008
Tablet,Oral,2 mg,DB01008
"Tablet, film coated",Oral,2 mg/1,DB01008
Capsule,Oral,25 mg/1,DB01009
Capsule,Oral,50 mg,DB01009
Capsule,Oral,50 mg/1,DB01009
Capsule,Oral,75 mg/1,DB01009
"Capsule, extended release",Oral,200 mg/1,DB01009
Tablet,Oral,75 mg/1,DB01009
"Tablet, extended release",Oral,200 mg,DB01009
"Tablet, delayed release",Oral,100 mg,DB01009
"Tablet, delayed release",Oral,50 mg,DB01009
Suppository,Rectal,50 mg,DB01009
"Capsule, extended release",Oral,150 mg,DB01009
"Capsule, extended release",Oral,200 mg,DB01009
Suppository,Rectal,100 mg,DB01009
Kit,,,DB01009
"Injection, solution",Intramuscular; Intravenous,10 mg/mL,DB01010
Liquid,Intravenous,10 mg,DB01010
"Injection, solution",Intravenous,,DB01010
Liquid,Intramuscular; Intravenous,10 mg,DB01010
"Capsule, gelatin coated",Oral,250 mg/1,DB01011
Tablet,Oral,30 mg/1,DB01012
Tablet,Oral,60 mg/1,DB01012
Tablet,Oral,90 mg/1,DB01012
"Tablet, film coated",Oral,30 mg/1,DB01012
"Tablet, film coated",Oral,60 mg/1,DB01012
"Tablet, film coated",Oral,90 mg/1,DB01012
"Tablet, film coated",Oral,30 mg,DB01012
"Tablet, film coated",Oral,60 mg,DB01012
"Tablet, film coated",Oral,90 mg,DB01012
Tablet,Oral,30 mg,DB01012
Tablet,Oral,60 mg,DB01012
Tablet,Oral,90 mg,DB01012
"Tablet, coated",Oral,30 mg/1,DB01012
"Tablet, coated",Oral,60 mg/1,DB01012
"Tablet, coated",Oral,90 mg/1,DB01012
Liquid,Topical,.05 %,DB01013
"Aerosol, foam",Topical,.5 mg/g,DB01013
Emulsion,Topical,.5 mg/g,DB01013
Gel,Topical,.05 mg/g,DB01013
Gel,Topical,.5 mg/g,DB01013
Lotion,Topical,.05 mg/100mL,DB01013
Lotion,Topical,.5 mg/mL,DB01013
Solution,Topical,.462 mg/mL,DB01013
Solution,Topical,.5 mg/mL,DB01013
Spray,Topical,.5 mg/mL,DB01013
Lotion,Topical,.05 mL/100mL,DB01013
Lotion,Topical,.05 g/100mL,DB01013
Shampoo,Topical,.05 g/100mL,DB01013
Spray,Topical,.05 g/mL,DB01013
Shampoo,Topical,0.05 %,DB01013
Spray,Topical,0.05 %,DB01013
Shampoo,Topical,.5 mg/mL,DB01013
Kit,,,DB01013
Solution,Topical,.4625 mg/mL,DB01013
Solution,Topical,.05 %,DB01013
Cream,Topical,.25 mg/g,DB01013
Cream,Topical,0.05 %,DB01013
Ointment,Topical,0.05 %,DB01013
Lotion,Topical,0.05 %,DB01013
Cream,Topical,.05 %,DB01013
Ointment,Topical,.05 %,DB01013
"Aerosol, foam",Topical,0.05 %,DB01013
Solution,Topical,0.05 %,DB01013
Cream,Topical,.5 mg/g,DB01013
Ointment,Topical,.5 mg/g,DB01013
Capsule,Oral,750 mg/1,DB01014
Tablet,Oral,1.1 g/1,DB01014
"Tablet, film coated",Oral,1.1 g/1,DB01014
Liquid,Intravenous,,DB01015
Solution,Intravenous,,DB01015
Injection,Intravenous,,DB01015
"Injection, solution, concentrate",Intravenous,,DB01015
Suspension,Oral,,DB01015
Tablet,Oral,,DB01015
Tablet,Oral,800 mg/1,DB01015
Tablet,Oral,500 mg,DB01015
Tablet,Oral,2.5 mg,DB01016
Tablet,Oral,5 mg,DB01016
Tablet,Oral,1.25 mg/1,DB01016
Tablet,Oral,1.5 mg/1,DB01016
Tablet,Oral,2.5 mg/1,DB01016
Tablet,Oral,3 mg/1,DB01016
Tablet,Oral,5 mg/1,DB01016
Tablet,Oral,6 mg/1,DB01016
Tablet,Oral,,DB01016
"Tablet, film coated",Oral,,DB01016
Capsule,Oral,100 mg,DB01017
Capsule,Oral,50 mg,DB01017
Powder,Oral,1 mg/1,DB01017
Powder,Oral,1 mg,DB01017
Tablet,Oral,75 mg/1,DB01017
"Capsule, coated pellets",Oral,75 mg/1,DB01017
Injection,Intravenous,100 mg/1,DB01017
Kit,,,DB01017
"Capsule, coated pellets",Oral,100 mg/1,DB01017
"Capsule, coated pellets",Oral,50 mg/1,DB01017
Tablet,Oral,100 mg/1,DB01017
Tablet,Oral,50 mg/1,DB01017
Capsule,Oral,100 mg/1,DB01017
Capsule,Oral,50 mg/1,DB01017
Capsule,Oral,75 mg/1,DB01017
"Tablet, extended release",Oral,135 mg/1,DB01017
"Tablet, extended release",Oral,45 mg/1,DB01017
"Tablet, extended release",Oral,80 mg/1,DB01017
"Tablet, extended release",Oral,90 mg/1,DB01017
"Tablet, film coated",Oral,100 mg/1,DB01017
"Tablet, film coated",Oral,50 mg/1,DB01017
"Tablet, film coated",Oral,75 mg/1,DB01017
"Tablet, film coated, extended release",Oral,135 mg/1,DB01017
"Tablet, film coated, extended release",Oral,45 mg/1,DB01017
"Tablet, film coated, extended release",Oral,90 mg/1,DB01017
"Tablet, extended release",Oral,105 mg/1,DB01017
"Tablet, film coated, extended release",Oral,105 mg/1,DB01017
"Tablet, film coated, extended release",Oral,115 mg/1,DB01017
"Tablet, film coated, extended release",Oral,55 mg/1,DB01017
"Tablet, film coated, extended release",Oral,65 mg/1,DB01017
"Tablet, film coated, extended release",Oral,80 mg/1,DB01017
"Capsule, extended release",Oral,135 mg/1,DB01017
"Capsule, extended release",Oral,45 mg/1,DB01017
"Capsule, extended release",Oral,90 mg/1,DB01017
Tablet,Oral,1 mg/1,DB01018
Tablet,Oral,2 mg/1,DB01018
"Tablet, extended release",Oral,1 mg/1,DB01018
"Tablet, extended release",Oral,2 mg/1,DB01018
"Tablet, extended release",Oral,3 mg/1,DB01018
"Tablet, extended release",Oral,4 mg/1,DB01018
"Tablet, film coated, extended release",Oral,1 mg/1,DB01018
"Tablet, film coated, extended release",Oral,2 mg/1,DB01018
"Tablet, film coated, extended release",Oral,3 mg/1,DB01018
"Tablet, film coated, extended release",Oral,4 mg/1,DB01018
Kit,,,DB01018
"Tablet, extended release",Oral,1 mg,DB01018
"Tablet, extended release",Oral,2 mg,DB01018
"Tablet, extended release",Oral,3 mg,DB01018
"Tablet, extended release",Oral,4 mg,DB01018
Tablet,Oral,10 mg/1,DB01019
Tablet,Oral,25 mg/1,DB01019
Tablet,Oral,5 mg/1,DB01019
Tablet,Oral,50 mg/1,DB01019
Tablet,Oral,10 mg,DB01019
Tablet,Oral,25 mg,DB01019
Tablet,Oral,50 mg,DB01019
Liquid,Subcutaneous,5 mg,DB01019
"Tablet, extended release",Oral,120 mg/1,DB01020
"Tablet, extended release",Oral,30 mg/1,DB01020
"Tablet, extended release",Oral,60 mg/1,DB01020
"Tablet, extended release",Oral,60 mg,DB01020
Tablet,Oral,20 mg,DB01020
"Tablet, film coated, extended release",Oral,30 mg/1,DB01020
"Tablet, film coated, extended release",Oral,60 mg/1,DB01020
Tablet,Oral,10 mg/1,DB01020
Tablet,Oral,120 mg/1,DB01020
Tablet,Oral,20 mg/1,DB01020
Tablet,Oral,30 mg/1,DB01020
Tablet,Oral,60 mg/1,DB01020
"Tablet, coated",Oral,20 mg/1,DB01020
"Injection, solution",Intravenous,,DB01022
Kit,,,DB01022
Liquid,Intravenous,,DB01022
"Injection, powder, lyophilized, for solution",Intravenous,,DB01022
Tablet,Oral,5 mg/1,DB01022
Kit,,,DB01022
"Injection, emulsion",Parenteral,1 mg/.5mL,DB01022
"Injection, solution",Intramuscular; Parenteral; Subcutaneous,1 mg/.5mL,DB01022
Liquid,Intramuscular,2 mg,DB01022
"Injection, emulsion",Intramuscular; Intravenous; Subcutaneous,10 mg/mL,DB01022
"Injection, emulsion",Intramuscular; Intravenous; Subcutaneous,2 mg/mL,DB01022
Solution,Intramuscular; Intravenous; Subcutaneous,10 mg,DB01022
Emulsion,Intramuscular; Intravenous; Subcutaneous,10 mg,DB01022
Emulsion,Intramuscular; Intravenous; Subcutaneous,2 mg,DB01022
Solution,Intramuscular; Intravenous; Subcutaneous,2 mg,DB01022
Tablet,Oral,,DB01023
"Tablet, film coated",Oral,2.5 mg/1,DB01023
"Tablet, film coated, extended release",Oral,10 mg/1,DB01023
"Tablet, film coated, extended release",Oral,2.5 mg/1,DB01023
"Tablet, film coated, extended release",Oral,5 mg/1,DB01023
"Tablet, extended release",Oral,10 mg/1,DB01023
"Tablet, extended release",Oral,2.5 mg/1,DB01023
"Tablet, extended release",Oral,5 mg/1,DB01023
"Tablet, extended release",Oral,10 mg,DB01023
"Tablet, extended release",Oral,2.5 mg,DB01023
"Tablet, extended release",Oral,5 mg,DB01023
"Tablet, delayed release",Oral,180 mg,DB01024
"Tablet, delayed release",Oral,360 mg,DB01024
"Tablet, delayed release",Oral,180 mg/1,DB01024
"Tablet, delayed release",Oral,360 mg/1,DB01024
Paste,Oral,5 %,DB01025
"Aerosol, foam",Topical,20 mg/g,DB01026
"Aerosol, foam",Topical,2 g/100g,DB01026
Cream,Topical,20 mg/g,DB01026
Cream,Topical,20 mg/1,DB01026
"Shampoo, suspension",Topical,20 mg/mL,DB01026
"Shampoo, suspension",Topical,20.5 mg/mL,DB01026
Tablet,Oral,200 mg/1,DB01026
Kit,,,DB01026
Cream,Topical,2 %,DB01026
Shampoo,Topical,20 mg/mL,DB01026
Shampoo,Topical,2 %,DB01026
Shampoo,Topical,10 mg/mL,DB01026
Suspension,Oral,20 mg,DB01026
Tablet,Oral,200 mg,DB01026
Gel,Topical,2 %,DB01026
Gel,Topical,20 mg/g,DB01026
Kit; solution,Respiratory (inhalation),99.9 %,DB01028
Solution,Respiratory (inhalation),99.9 %,DB01028
Tablet,Oral,150 mg/1,DB01029
Tablet,Oral,150 mg,DB01029
Tablet,Oral,300 mg/1,DB01029
Tablet,Oral,300 mg,DB01029
Tablet,Oral,75 mg,DB01029
Tablet,Oral,150 mg/150mg,DB01029
Tablet,Oral,300 mg/300mg,DB01029
Tablet,Oral,75 mg/75mg,DB01029
Tablet,Oral,75 mg/1,DB01029
"Tablet, coated",Oral,150 mg/1,DB01029
"Tablet, coated",Oral,300 mg/1,DB01029
"Tablet, coated",Oral,75 mg/1,DB01029
"Tablet, film coated",Oral,150 mg/1,DB01029
"Tablet, film coated",Oral,300 mg/1,DB01029
"Tablet, film coated",Oral,75 mg/1,DB01029
Tablet,Oral,,DB01029
"Tablet, film coated",Oral,,DB01029
"Tablet, film coated",Oral,150 mg,DB01029
"Tablet, film coated",Oral,300 mg,DB01029
"Tablet, film coated",Oral,75 mg,DB01029
Capsule,Oral,.25 mg/1,DB01030
Capsule,Oral,0.25 mg,DB01030
Capsule,Oral,1 mg/1,DB01030
Capsule,Oral,1 mg,DB01030
"Powder, for solution",Intravenous,4 mg,DB01030
"Powder, for solution",Intravenous,1 mg,DB01030
"Injection, powder, for solution",Intravenous,1 mg,DB01030
"Injection, powder, for solution",Intravenous,4 mg,DB01030
Injection,Intravenous,1 mg/mL,DB01030
"Injection, solution, concentrate",Intravenous,1 mg/mL,DB01030
"Injection, powder, for solution",Intravenous,4 mg/4mL,DB01030
"Injection, powder, lyophilized, for solution",Intravenous,4 mg/4mL,DB01030
"Injection, powder, lyophilized, for solution",Intravenous,4 mg/mL,DB01030
Solution,Intravenous,1 mg,DB01030
"Injection, solution, concentrate",Intravenous,1 mg/1ml,DB01030
"Injection, solution, concentrate",Intravenous,4 mg/4ml,DB01030
Tablet,Oral,500 mg,DB01032
Capsule; tablet,Oral,,DB01032
Tablet,Oral,500 mg/1,DB01032
"Tablet, film coated",Oral,500 mg/1,DB01032
Tablet,Oral,,DB01032
Tablet,Oral,50 mg/1,DB01033
Tablet,Oral,50 mg,DB01033
Suspension,Oral,20 mg/mL,DB01033
Capsule,Oral,375 g,DB01035
Injection,Intramuscular; Intravenous,100 mg/mL,DB01035
Injection,Intramuscular; Intravenous,1000 mg/1,DB01035
"Injection, solution",Intramuscular; Intravenous,100 mg/mL,DB01035
"Injection, solution",Intramuscular; Intravenous,500 mg/mL,DB01035
Solution,Intramuscular; Intravenous,100 mg,DB01035
Capsule,Oral,250 mg,DB01035
"Tablet, extended release",Oral,250 mg,DB01035
"Tablet, extended release",Oral,500 mg,DB01035
"Tablet, extended release",Oral,750 mg,DB01035
Capsule,Oral,375 mg,DB01035
Capsule,Oral,500 mg,DB01035
Liquid,Intramuscular; Intravenous,100 mg,DB01035
Tablet,Oral,1 mg,DB01036
Tablet,Oral,2 mg,DB01036
"Capsule, extended release",Oral,2 mg,DB01036
"Capsule, extended release",Oral,4 mg,DB01036
"Capsule, extended release",Oral,4 mg/1,DB01036
"Capsule, extended release",Oral,2 mg/1,DB01036
"Tablet, film coated",Oral,1 mg/1,DB01036
"Tablet, film coated",Oral,2 mg/1,DB01036
Tablet,Oral,5 mg,DB01037
Patch,Transdermal,12 mg/24h,DB01037
Patch,Transdermal,6 mg/24h,DB01037
Patch,Transdermal,9 mg/24h,DB01037
Capsule,Oral,5 mg/1,DB01037
Tablet,Oral,5 mg/1,DB01037
"Tablet, orally disintegrating",Oral,1.25 mg/1,DB01037
Capsule,Oral,130 mg/1,DB01039
Capsule,Oral,30 mg/1,DB01039
Capsule,Oral,43 mg/1,DB01039
Capsule,Oral,90 mg/1,DB01039
Capsule,Oral,200 mg,DB01039
Capsule,Oral,67 mg,DB01039
Tablet,Oral,100 mg,DB01039
Tablet,Oral,160 mg,DB01039
Tablet,Oral,200 mg,DB01039
Capsule,Oral,100 mg,DB01039
"Tablet, film coated",Oral,,DB01039
Capsule,Oral,134 1/1,DB01039
Capsule,Oral,134 mg/1,DB01039
Capsule,Oral,150 mg/1,DB01039
Capsule,Oral,200 mg/1,DB01039
Capsule,Oral,200 1/1,DB01039
Capsule,Oral,50 mg/1,DB01039
Capsule,Oral,67 1/1,DB01039
Capsule,Oral,67 mg/1,DB01039
Tablet,Oral,145 mg/301,DB01039
Tablet,Oral,160 mg/301,DB01039
Tablet,Oral,160 mg/1,DB01039
Tablet,Oral,48 mg/1,DB01039
Tablet,Oral,54 mg/1,DB01039
"Tablet, coated",Oral,145 mg/1,DB01039
"Tablet, coated",Oral,160 mg/1,DB01039
"Tablet, coated",Oral,48 mg/1,DB01039
"Tablet, coated",Oral,54 mg/1,DB01039
"Tablet, film coated",Oral,145 mg/1,DB01039
"Tablet, film coated",Oral,160 mg/1,DB01039
"Tablet, film coated",Oral,48 mg/1,DB01039
Tablet,Oral,120 mg/1,DB01039
Tablet,Oral,40 mg/1,DB01039
Capsule,Oral,160 mg,DB01039
Tablet,Oral,48 mg,DB01039
"Tablet, film coated",Oral,54 mg/1,DB01039
Tablet,Oral,145 mg,DB01039
Tablet,Oral,145.0 mg,DB01039
Tablet,Oral,48.0 mg,DB01039
Tablet,Oral,145 mg/1,DB01039
Capsule,Oral,100 mg,DB01041
Capsule,Oral,100 mg/1,DB01041
Capsule,Oral,150 mg/1,DB01041
Capsule,Oral,150 mg,DB01041
Capsule,Oral,200 mg/1,DB01041
Capsule,Oral,200 mg,DB01041
Capsule,Oral,50 mg,DB01041
Capsule,Oral,50 mg/1,DB01041
Kit,,,DB01042
Tablet,Oral,2 mg,DB01042
"Tablet, film coated",Oral,2 mg/1,DB01042
Tablet,Oral,2 mg/1,DB01042
"Kit; powder, for solution; solution",Intravenous,,DB01042
"Injection, powder, lyophilized, for solution",Intravenous,50 mg/10mL,DB01042
Kit,Intravenous,,DB01042
Tablet,Oral,5 mg,DB01043
"Tablet, film coated",Oral,10 mg,DB01043
"Tablet, film coated",Oral,20 mg,DB01043
Solution,Oral,5 mg/Pump actuation,DB01043
Tablet,Oral,10 mg,DB01043
"Capsule, extended release",Oral,,DB01043
"Capsule, extended release",Oral,21 mg/1,DB01043
Kit,,,DB01043
Liquid,Oral,2 mg/mL,DB01043
Solution,Oral,2 mg/mL,DB01043
Tablet,Oral,10 mg/1,DB01043
Tablet,Oral,5 mg/1,DB01043
"Tablet, coated",Oral,10 mg/1,DB01043
"Tablet, coated",Oral,5 mg/1,DB01043
"Tablet, film coated",Oral,10 mg/1,DB01043
"Tablet, film coated",Oral,5 mg/1,DB01043
Solution,Oral,5 mg / pump actuation,DB01043
"Capsule, extended release",Oral,14 mg/1,DB01043
"Capsule, extended release",Oral,28 mg/1,DB01043
"Capsule, extended release",Oral,7 mg/1,DB01043
Kit,Oral,,DB01043
Capsule,Oral,,DB01043
Kit,Oral,,DB01043
Tablet,Oral,5.0 mg,DB01043
Solution / drops,Ophthalmic,,DB01044
Suspension,Ophthalmic,,DB01044
Suspension / drops,Ophthalmic,,DB01044
Tablet,Oral,200 mg,DB01044
Tablet,Oral,400 mg,DB01044
Liquid,Intravenous,10 mg,DB01044
Solution,Intravenous,2 mg,DB01044
Solution,Ophthalmic,0.3 %,DB01044
Solution / drops,Ophthalmic,5 mg/mL,DB01044
Capsule,Oral,,DB01045
Capsule,Oral,150 mg,DB01045
Capsule,Oral,300 mg,DB01045
Capsule,Oral,150 mg/1,DB01045
Capsule,Oral,300 mg/1,DB01045
"Capsule, coated",Oral,300 mg/1,DB01045
"Injection, powder, lyophilized, for solution",Intravenous,600 mg/10mL,DB01045
"Injection, powder, lyophilized, for solution",Intravenous,600 mg/1,DB01045
Tablet,Oral,,DB01045
"Tablet, sugar coated",Oral,,DB01045
Capsule,Oral,24 mcg,DB01046
"Capsule, gelatin coated",Oral,24 ug/1,DB01046
"Capsule, gelatin coated",Oral,8 ug/1,DB01046
Cream,Topical,.5 mg/mL,DB01047
Cream,Topical,.5 mg/g,DB01047
Cream,Topical,1 mg/g,DB01047
Gel,Topical,.5 mg/g,DB01047
Ointment,Topical,.05 mg/g,DB01047
Ointment,Topical,.5 mg/mL,DB01047
Ointment,Topical,.5 mg/g,DB01047
Solution,Topical,.5 mg/mL,DB01047
Cream,Topical,,DB01047
Cream; emulsion,Topical,.05 %,DB01047
Cream,Topical,0.01 %,DB01047
Ointment,Topical,0.01 %,DB01047
Ointment,Topical,.05 %,DB01047
Gel,Topical,0.05 %,DB01047
Ointment,Topical,0.05 %,DB01047
Cream,Topical,.05 %,DB01047
Cream,Topical,0.05 %,DB01047
Cream,Topical,0.5 mg,DB01047
Jelly,Topical,.5 mg,DB01047
Tablet,Oral,300 mg/1,DB01048
Tablet,Oral,300 1/1,DB01048
"Tablet, film coated",Oral,,DB01048
"Tablet, film coated",Oral,600 mg/1,DB01048
Tablet,Oral,,DB01048
Solution,Oral,20 mg/mL,DB01048
Solution,Oral,20 mg,DB01048
Tablet,Oral,300 mg,DB01048
"Tablet, film coated",Oral,300 mg/1,DB01048
Tablet,Oral,1 mg,DB01049
"Tablet, extended release",Oral,600 mg,DB01050
Capsule,Oral,,DB01050
Capsule; kit,Oral,,DB01050
Capsule,Oral,400 mg,DB01050
Capsule,Oral,200 mg,DB01050
"Tablet, coated",Oral,256 mg/1,DB01050
Tablet,Oral,400 mg/400mg,DB01050
Tablet,Oral,600 mg/600mg,DB01050
Tablet,Oral,800 mg/800mg,DB01050
Tablet,Oral,300 mg,DB01050
Tablet,Oral,600 mg,DB01050
Tablet,Oral,200 mg,DB01050
Injection,Intravenous,800 mg/8mL,DB01050
Solution,Intravenous,100 mg,DB01050
Suspension,Oral,100 mg,DB01050
"Tablet, chewable",Oral,50 mg,DB01050
Tablet,Oral,50 mg,DB01050
Liquid,Oral,100 mg/5mL,DB01050
Solution,Oral,100 mg/5mL,DB01050
Suspension,Oral,200 mg/10mL,DB01050
Kit; tablet,Oral,,DB01050
Kit,,,DB01050
Kit,Topical,,DB01050
Kit,Oral; Topical,,DB01050
Kit,,,DB01050
Suspension,Oral,,DB01050
Suspension / drops,Oral,50 mg/1.25mL,DB01050
"Tablet, film coated",Oral,200 mg/1,DB01050
Tablet,Oral,,DB01050
"Capsule, liquid filled",Oral,200 mg/1,DB01050
Suspension,Oral,100 mg/5mL,DB01050
"Capsule, coated",Oral,200 mg/1,DB01050
"Capsule, liquid filled",Oral,220 mg/1,DB01050
Tablet,Oral,100 mg/1,DB01050
Tablet,Oral,400 mg/1,DB01050
Tablet,Oral,800 1/1,DB01050
Tablet,Oral,800 mg/1,DB01050
"Tablet, coated",Oral,200 mg/1,DB01050
"Tablet, coated",Oral,400 mg/1,DB01050
"Tablet, coated",Oral,600 mg/1,DB01050
"Tablet, coated",Oral,800 mg/1,DB01050
"Tablet, film coated",Oral,200 1/1,DB01050
"Tablet, film coated",Oral,400 mg/301,DB01050
"Tablet, film coated",Oral,400 mg/1,DB01050
"Tablet, film coated",Oral,400 mg/400mg,DB01050
"Tablet, film coated",Oral,600 mg/1,DB01050
"Tablet, film coated",Oral,600 mg/600mg,DB01050
"Tablet, film coated",Oral,800 mg/1,DB01050
"Tablet, film coated",Oral,800 mg/800mg,DB01050
Capsule,Oral,200 mg/1,DB01050
"Tablet, sugar coated",Oral,,DB01050
Suspension,Oral,50 mg/1.25mL,DB01050
"Tablet, chewable",Oral,100 mg/1,DB01050
"Capsule, liquid filled",Oral,,DB01050
"Tablet, coated",Oral,,DB01050
Suspension,Oral,40 mg,DB01050
"Tablet, chewable",Oral,100 mg,DB01050
"Tablet, coated",Oral,100 mg/1,DB01050
Tablet,Oral,100 mg,DB01050
Solution,Intravenous,10 mg/mL,DB01050
"Injection, solution",Intravenous,5 mg/ml,DB01050
Liquid,Oral,50 mg/1.25mL,DB01050
Tablet,Oral,600 mg/1,DB01050
Tablet,Oral,200 mg/1,DB01050
Tablet,Oral,400 mg,DB01050
Kit,Oral,,DB01050
Tablet,Oral,400 mg/537mg,DB01050
"Tablet, sugar coated",Oral,200 mg/1,DB01050
"Tablet, film coated",Oral,200 1/2001,DB01050
"Tablet, film coated",Oral,256 mg/1,DB01050
Cream,Topical,,DB01050
Kit,Oral,,DB01050
"Tablet, film coated",Oral,,DB01050
"Powder, for solution",Intramuscular,,DB01053
Tablet,Oral,500000 unit,DB01053
"Injection, powder, for solution",Intramuscular; Intravenous,1000000 [iU]/1,DB01053
"Injection, powder, for solution",Intramuscular; Intravenous,20000000 [iU]/1,DB01053
"Injection, powder, for solution",Intramuscular; Intravenous,5000000 [iU]/1,DB01053
"Injection, powder, for solution",Intravenous,20000000 [iU]/1,DB01053
"Injection, solution",Intravenous,1000000 [iU]/50mL,DB01053
"Injection, solution",Intravenous,2000000 [iU]/50mL,DB01053
"Injection, solution",Intravenous,3000000 [iU]/50mL,DB01053
"Powder, for solution",Intramuscular; Intrapleural; Intrathecal; Intravenous,5000000 [iU]/1,DB01053
"Powder, for solution",Intravenous,20000000 [iU]/1,DB01053
"Powder, for solution",Intravenous,10000000 unit,DB01053
"Powder, for solution",Intramuscular; Intravenous; Topical,5000000 unit,DB01053
"Injection, powder, for solution",Intramuscular; Intravenous,5000000 [USP'U]/1,DB01053
