parent_key,synonym,language,coder
DB03401,IP3,,
DB03403,5'-CMP,,
DB03403,CMP,,
DB03403,Cytidine monophosphate,,
DB03403,cytidylate,,
DB03403,Cytidylic acid,,
DB03403,pC,,
DB03404,chloro(protoporphyrinato)iron(III),,
DB03404,Hämin,German,
DB03404,hémine,French,
DB03404,protohemin,,
DB03408,5-L-Glutamyl-L-cysteine,,
DB03408,gamma-Glu-Cys,,
DB03408,gamma-L-Glutamyl-L-cysteine,,
DB03408,Glu(-Cys),,
DB03408,L-gamma-glutamyl-L-cysteine,,
DB03408,L-gamma-Glutamylcysteine,,
DB03408,γGluCys,,
DB03410,4-coumarinol,,
DB03410,4-Hydroxy-1-Benzopyran-2-One,,
DB03410,4-hydroxy-2H-1-benzopyran-2-one,,
DB03410,4-hydroxychromen-2-one,,
DB03410,benzotetronic acid,,
DB03424,Bestatin,,
DB03429,CDL,,
DB03429,Diphosphatidyl Glycerol,,
DB03429,Diphosphatidylglycerol,,
DB03445,Tazobactam Trans-Enamine Intermediate,,
DB03446,BAPG,,
DB03446,"N-BENZYL-3-(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YLOXY)-BENZAMIDE",,
DB03446,N-BENZYL-3-(ALPHA-D-GALACTOS-1-YL)-BENZAMIDE,,
DB03458,5'-[N-[(3s)-3-Amino-3-Carboxypropyl]-N-Methylamino]-5'-Deoxyadenosine,,
DB03459,N-(phosphonacetyl)-L-aspartic acid,,
DB03459,N-(phosphonoacetyl)-L-aspartic acid,,
DB03459,N-phosphonacetyl-L-aspartic acid,,
DB03459,PALA,,
DB03459,phosphonoacetyl-L-aspartic acid,,
DB03460,all-trans-violaxanthin,,
DB03460,trans-violaxanthin,,
DB03460,zeaxanthin diepoxide,,
DB03492,"delta-bis(2,2'-bipyridine)imidazole osmium (II)",,
DB03496,Alvocidib freebase,,
DB03496,Flavopiridol,,
DB03501,UDP galactose,,
DB03501,UDP-alpha-D-galactose,,
DB03501,UDP-D-galactopyranose,,
DB03501,UDP-galactose,,
DB03501,UDP-α-D-galactopyranose,,
DB03501,UDP-α-D-galactose,,
DB03501,UDPgal,,
DB03501,Uridine diphosphate galactose,,
DB03501,Uridine diphosphategalactose,,
DB03501,Uridine diphosphogalactose,,
DB03501,Uridine pyrophosphogalactose,,
DB03501,Uridinediphosphogalactose,,
DB03511,alpha-D-galactopyranuronic acid,,
DB03511,α-D-galactopyranuronic acid,,
DB03511,α-D-galacturonic acid,,
DB03516,"5-ethynyl-2,4(1H,3H)-Pyrimidinedione",,
DB03516,5-Ethynyluracil,,
DB03516,Compound 776C,,
DB03518,"(R)-3,5-dihydroxy-3-methylvaleric acid",,
DB03518,(R)-mevalonate,,
DB03518,(R)-mevalonic acid,,
DB03518,"3,5-Dihydroxy-3-methylvaleric acid",,
DB03548,3-deoxy-D-manno-oct-2-ulosonic acid,,
DB03548,Kdo,,
DB03548,α-2-keto-3-deoxyoctulosonic acid pyranose,,
DB03548,α-Kdo,,
DB03548,α-KDop,,
DB03552,3-(m-Hydroxyphenyl)alanine,,
DB03552,3-Hydroxy-L-phenylalanine,,
DB03552,3-Hydroxyphenylalanine,,
DB03552,L-m-Tyr,,
DB03552,L-m-Tyrosine,,
DB03552,L-mTyr,,
DB03552,m-L-Tyrosine,,
DB03552,m-tyrosine,,
DB03552,meta-tyrosine,,
DB03566,"1,5,10-Triazadecane",,
DB03566,"1,8-Diamino-4-azaoctane",,
DB03566,"4-Azaoctane-1,8-diamine",,
DB03566,"N-(3-Aminopropyl)-1,4-butane-diamine",,
DB03566,"N-(3-Aminopropyl)-1,4-butanediamine",,
DB03566,"N-(3-Aminopropyl)-1,4-diaminobutane",,
DB03566,"N-(3-aminopropyl)butane-1,4-diamine",,
DB03566,Spermidin,,
DB03567,GalNAc-α,,
DB03567,N-acetyl-2-deoxy-2-amino-galactose,,
DB03567,N-acetyl-alpha-D-galactosamine,,
DB03567,N-acetyl-α-D-galactosamine,,
DB03567,Tn,,
DB03567,Tn antigen saccharide,,
DB03567,TN antigen saccharide,,
DB03567,Tn antigen saccharide component,,
DB03567,TN antigen saccharide component,,
DB03567,Tn saccharide,,
DB03567,TN saccharide,,
DB03567,Tn saccharide component,,
DB03567,TN saccharide component,,
DB03567,α-GalNAc,,
DB03567,α-GalpNAc,,
DB03568,1-propanecarboxylic acid,,
DB03568,Butanoic acid,,
DB03568,Butyrate,,
DB03568,Butyricum acidum,Latin,
DB03568,Ethylacetic acid,,
DB03568,N-butanoic acid,,
DB03568,N-butyric acid,,
DB03568,Propylformic acid,,
DB03575,1-(1-Phenylcyclohexyl)piperidine,,
DB03575,PCP,,
DB03584,4-deoxy-4-Thio-beta-D-glucopyranose,,
DB03584,4-Thio-β-D-glucopyranose,,
DB03585,Oxifenbutazona,Spanish,
DB03585,Oxiphenbutazone,,
DB03585,Oxyphenbutazonum,Latin,
DB03587,2-ketopropionaldehyde,,
DB03587,2-oxopropanal,,
DB03587,Acetyl formaldehyde,,
DB03587,Acetylformyl,,
DB03587,alpha-ketopropionaldehyde,,
DB03587,Methyl glyoxal,,
DB03587,Methylglyoxal,,
DB03587,Pyruvic aldehyde,,
DB03600,1-nonanecarboxylic acid,,
DB03600,Decanoic acid,,
DB03600,N-capric acid,,
DB03600,N-decanoic acid,,
DB03604,"3',3,5-Triiodothyroacetic acid",,
DB03604,Tiratricolum,Latin,
DB03604,Triacana,Spanish,
DB03604,Triiodothyroacetic acid,,
DB03606,(+)-rolipram,,
DB03606,(S)-(+)-rolipram,,
DB03606,S-rolipram,,
DB03608,"1,3-TRIS-(4'AMIDINOPHENYL)TRIAZINE",,
DB03608,"4,4'-(1-Triazene-1,3-diyl)bis-benzenecarboximidamide",,
DB03608,"4,4'-(Diazoamino)benzamidine",,
DB03608,Diminazene aceturate,,
DB03608,Diminazine,,
DB03608,Diminazine aceturate,,
DB03614,Co-methylcobalamin,,
DB03614,MeCbl,,
DB03614,mecobalamin,,
DB03614,methyl(III)cobalamin,,
DB03614,Methylcobalamin,,
DB03615,"5-Amino-2-Aminomethyl-6-[4,6-Diamino-2-(3,4-Dihydroxy-5-Hydroxymethyl-Tetrahydro-Furan-2-Yloxy)-3-Hydroxy-Cyclohexyloxy]-Tetrahydro-Pyran-3,4-Diol",,
DB03615,Ribastamin,,
DB03615,RIO,,
DB03615,Vistamycin,,
DB03615,Xylostacin,,
DB03615,Xylostasin,,
DB03619,"(3α,5β,12α)-3,12-dihydroxycholan-24-oic acid",,
DB03619,"3alpha,12alpha-Dihydroxy-5beta-cholanic acid",,
DB03619,7α-deoxycholic acid,,
DB03619,deoxycholate,,
DB03619,desoxycholic acid,,
DB03619,Desoxycholsäure,German,
DB03641,"2,4(1h,3h)-pyrimidinedione, 1-[2-deoxy-5-o-[hydroxy(phosphonoamino)phosphinyl]-beta-d-erythro-pentofuranosyl]-",,
DB03644,2-Amino-3-hydroxy-benzoic acid,,
DB03644,2-Amino-3-Hydroxybenzoic Acid,,
DB03644,3-HYDROXY-ANTHRANILATE,,
DB03644,3-Hydroxy-anthranilsaeure,German,
DB03644,3-hydroxyanthranilate,,
DB03644,3-Oxyanthranilic acid,,
DB03646,"2,3-Di-O-phytanyl-sn-glycerol",,
DB03646,"2,3-diphytanyl-sn-glycerol",,
DB03646,Archaeol,,
DB03651,Picricum acidum,Latin,
DB03651,Trinitrophenol,,
DB03652,β-D-Galactopyranuronic acid,,
DB03652,β-D-galacturonic acid,,
DB03656,Sulfmethmeton-methyl,,
DB03656,Tribenuron methyl ester,,
DB03656,Tribenuron-methyl,,
DB03659,1-aminobutane,,
DB03659,1-butanamine,,
DB03659,n-butylamine,,
DB03660,4-iodophenylalanine,,
DB03660,p-Iodo-L-phenylalanine,,
DB03660,p-iodophenylalanine,,
DB03664,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[[[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl] hydrogen phosphate",,
DB03685,5'-uridylic acid,,
DB03685,UMP,,
DB03685,Uridine 5'-monophosphate,,
DB03685,Uridine 5'-phosphoric acid,,
DB03685,Uridine phosphate,,WHO-DD
DB03685,Uridine-5'-monophosphate,,
DB03701,1-(2-(bis(p-fluorophenyl)methoxy)ethyl)-4-(3-phenylpropyl)piperazine,,
DB03708,5'-adenylyl sulfate,,
DB03708,adenosine phosphosulfate,,
DB03708,Adenosine-5'-phosphosulfate,,
DB03708,Adenylylsulfate,,
DB03708,APS,,
DB03721,alpha-sialoside,,
DB03721,O-sialic acid,,
DB03721,α-Neu5Ac,,
DB03728,4-chlorobenzoic acid,,
DB03728,Chlorodracylic acid,,
DB03740,2-(acetylamino)-2-deoxy-A-D-glucopyranose,,
DB03740,2-(acetylamino)-2-deoxy-α-D-glucopyranose,,
DB03740,N-acetyl-α-D-glucosamine,,
DB03740,α-D-GlcNAc,,
DB03740,α-GlcNAc,,
DB03754,"1,1,1-tris(hydroxymethyl)methanamine",,
DB03754,"2-Amino-2-(hydroxymethyl)-1,3-propanediol",,
DB03754,aminotris(hydroxymethyl)methane,,
DB03754,THAM,,
DB03754,Tris,,
DB03754,Tris(hydroxymethyl)aminomethane,,
DB03754,Trometamol,,
DB03756,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid",,
DB03756,"22:6-4, 7,10,13,16,19",,
DB03756,22:6(n-3),,
DB03756,"4,7,10,13,16,19-docosahexaenoic acid",,
DB03756,"4,7,10,13,16,19-Docosahexaenoic acid",,
DB03756,"all-cis-4,7,10,13,16,19-docosahexaenoic acid",,
DB03756,all-cis-DHA,,
DB03756,cervonic acid,,
DB03756,DHA,,
DB03756,"docosa-4,7,10,13,16,19-hexaenoic acid",,
DB03756,Docosahexaenoic acid,,
DB03759,"2,3-quinoxalinedione, 1,4-dihydro-6,7-dinitro-",,
DB03759,"6,7-dinitro-1,4-dihydroquinoxaline-2,3-dione",,
DB03759,"6,7-dinitroquinoxaline-2,3-dione",,
DB03759,DNQX,,
DB03765,2'-CMP,,
DB03765,2'-cytidinephosphoric acid,,
DB03765,cytidine 2'-phosphate,,
DB03765,Cytidine-2'-monophosphate,,
DB03765,"Cytidine, 2'-phosphate",,
DB03766,Propionic acid,,WHO-DD
DB03769,Eritadenine,,
DB03769,Lentinacin,,
DB03769,Lentysine,,
DB03773,D-Chinovose,,
DB03773,D-Epifucose,,
DB03773,D-Glucomethylose,,
DB03773,D-Quinovose,,
DB03773,Isorhamnose,,
DB03773,Isorhodeose,,
DB03773,Quinovose,,
DB03773,α-D-quinovopyranose,,
DB03776,(2s)-2-Hydroxypropanal,,
DB03776,(S)-lactaldehyde,,
DB03776,L-2-Hydroxypropionaldehyde,,
DB03776,L-lactaldehyde,,
DB03783,Acetophenetidin,,
DB03783,Acetophenetidine,,
DB03783,Acetophenetin,,
DB03783,Acetphenetidin,,
DB03796,1-Hexyldecanoic Acid,,
DB03796,1-Pentadecanecarboxylic acid,,
DB03796,FAT,,
DB03796,Hexadecanoate,,
DB03796,Hexadecanoic acid,,
DB03796,Hexadecoic acid,,
DB03796,Hexadecylic acid,,
DB03796,Hexaectylic acid,,
DB03796,Palmitate,,
DB03796,Palmitinic acid,,
DB03796,Palmitinsaeure,,
DB03800,dUMP,,
DB03810,"(2S,3R)-2-azanyl-3-methyl-pentanedioic acid",,
DB03810,(3R)-3-methyl-L-glutamic acid,,
DB03815,L-Fucitol,,
DB03817,"alpha,gamma-Diaminobutyrate",,
DB03817,"L-2,4-Diaminobutanoate",,
DB03817,"L-2,4-Diaminobutyrate",,
DB03823,(-)-epi-gallocatechin,,
DB03823,(-)-epigallocatechin,,
DB03823,(-)-epigallocatechol,,
DB03823,(−)-epigallocatechin,,
DB03823,"3,3',4',5,5',7-flavanhexol",,
DB03823,Antiscurvy factor C2,,
DB03823,EGC,,
DB03823,Epi-gallocatechin,,
DB03823,Galloepicatechin,,
DB03823,L-epigallocatechin,,
DB03825,Basic red 1,,
DB03825,Calcozine rhodamine 6GX,,
DB03825,CI basic red 1,,
DB03825,R6G,,
DB03834,Tazobactam Intermediate,,
DB03839,(R)-2-Amino-3-(p-hydroxyphenyl)propionic acid,,
DB03839,(R)-3-(p-Hydroxyphenyl)alanine,,
DB03839,D-Tyr,,
DB03839,D-Tyrosin,German,
DB03843,Formaldehyde solution,,WHO-DD
DB03843,Formalin,,
DB03843,Formol,,
DB03843,Methanal,,
DB03843,Methyl aldehyde,,
DB03843,Methylene oxide,,
DB03843,Oxomethane,,
DB03843,Oxomethylene,,
DB03843,Oxymethylene,,
DB03843,Paraform,,
DB03843,Paraformaldehyde,,
DB03848,benzenesulphinic acid,,
DB03849,Ariflo,,
DB03849,cis-4-cyano-4-(3-(cyclopentyloxy)-4-methoxyphenyl)cyclohexanecarboxylic acid,,
DB03852,"1,8-cineol",,
DB03852,"1,8-Cineole",,
DB03852,"1,8-epoxy-p-menthane",,
DB03852,"1,8-oxido-p-menthane",,
DB03852,cajeputol,,
DB03852,cineol,,
DB03852,cineole,,
DB03852,Cucalyptol,,
DB03852,Eucapur,,
DB03852,Zineol,,
DB03853,azo-dye hapten,,
DB03853,RR6 azo-dye hapten,,
DB03856,(-)-2-difluoromethylornithine,,
DB03857,"1,4-deoxy-1,4-dithio-beta-D-glucopyranose",,
DB03871,"delta-bis(2,2'-bipyridine)imidazole ruthenium (II)",,
DB03881,"(1s)-1-(0-Deazahypoxanthin-9-Yl)-1,4-Dideoxy-1,4-Imino-5-Methylthio-D-Ribitol",,
DB03881,5'-Methylthio-Immucillin-H,,
DB03881,MT-ImmH,,
DB03895,malachite green cation,,
DB03895,malachite green(1+),,
DB03896,acide triphosphorique,French,
DB03896,catena-triphosphoric acid,,
DB03896,Inorganic triphosphate,,
DB03896,Triphosphorsäure,German,
DB03896,tripolyphosphoric acid,,
DB03913,coenzyme γ-F420-2,,
DB03913,F420,,
DB03913,Factor F420,,
DB03913,"N-{N-[O-(7,8-didemethyl-8-hydroxy-5-deazariboflavin phospho)-(S)-lactyl]-γ-L-glutamyl}-L-glutamate",,
DB03925,CP-955,,
DB03942,CPRPP,,
DB03945,"Choline, dihydrogen phosphate (ester) (8CI)",,
DB03945,"Ethanaminium, N,N,N-trimethyl-2-(phosphonooxy)-",,
DB03945,Phosphocholine cation,,
DB03951,2-acetamido-2-deoxy-6-O-phosphono-D-glucopyranose,,
DB03955,D-manno-Deoxynojirimycin,,
DB03958,mRNA cap analog N7-Methyl GpppG,,
DB03966,Chlorobiocin,,
DB03985,(4r)-7-azabisabolene,,
DB03989,D-Allose,,
DB03995,beta-cyclodextrin,,
DB03995,Cyclodextrin B,,
DB03995,Cycloheptaamylose,,
DB03995,Cycloheptaglucan,,
DB03995,Cyclomaltoheptaose,,
DB03997,phosphoric acid mono-[2-amino-3-(3H-imidazol-4-yl)-propyl]ester,,
DB04005,Uridine triphosphate,,
DB04017,Clorgilina,Spanish,
DB04017,Clorgilinum,Latin,
DB04017,Clorgyline,,
DB04026,(3-exo)-8-methyl-8-azabicyclo[3.2.1]octan-3-ol,,
DB04026,"1αH,5αH-tropan-3β-ol",,
DB04026,3-pseudotropanol,,
DB04026,3β-tropanol,,
DB04026,exo-8-methyl-8-azabicyclo[3.2.1]octan-3-ol,,
DB04026,pseudotropanol,,
DB04026,ψ-tropine,,
DB04027,(2R)-2-amino-5-(carbamimidamido)pentanoic acid,,
DB04027,(2R)-2-amino-5-guanidinopentanoic acid,,
DB04027,(R)-2-amino-5-guanidinopentanoic acid,,
DB04027,D-2-Amino-5-guanidinovaleric acid,,
DB04027,D-Arginin,,
DB04028,"3,6-dideoxy-α-D-arabino-hexopyranose",,
DB04028,α-Tyv,,
DB04028,α-tyvelopyranose,,
DB04031,SVA,,
DB04038,"(22E,24S)-24-methylcholesta-5,7,22-trien-3β-ol",,
DB04038,Provitamin D2,,
DB04066,4-coumaric acid,,RxNorm
DB04066,p-Coumaric acid,,
DB04074,2-Keto-3-methylbutyric acid,,
DB04074,2-Ketovaline,,
DB04074,2-Oxo-3-methylbutanoate,,
DB04074,2-Oxoisopentanoate,,
DB04074,2-Oxoisovalerate,,
DB04074,3-Methyl-2-oxobutanoate,,
DB04074,3-Methyl-2-oxobutanoic acid,,
DB04074,3-Methyl-2-oxobutyric acid,,
DB04074,alpha-Ketovaline,,
DB04084,2-deoxy-2-fluoro-alpha-D-mannose,,
DB04088,Compound 6,,
DB04106,(+-)-Diethyl (1-(3-(2-chloroethyl)-3-nitrosoureido)ethyl)phosphonate,,
DB04106,Diethyl-1-(3-(2-chloroethyl)-3-nitrosoureido)ethylphosphonate,,
DB04106,Fotemustina,Spanish,
DB04106,Fotemustinum,Latin,
DB04116,6-O-β-D-galactopyranosyl-D-glucopyranose,,
DB04122,6-H2PO3Glcβ,,
DB04122,6-O-phosphono-β-D-glucopyranose,,
DB04122,beta-D-glucose 6-(dihydrogen phosphate),,
DB04122,beta-D-Glucose 6-phosphic acid,,
DB04122,beta-D-glucose-6-phosphate,,
DB04124,1-methylmocimycin,,
DB04124,Goldinodox,,
DB04124,Goldinomycin,,
DB04127,5-O-phosphono-β-D-arabinofuranose,,
DB04127,β-D-arabinofuranose 5-phosphate,,
DB04145,3-pyridinemethanol,,
DB04145,beta-pyridylcarbinol,,
DB04145,Nicotinic alcohol,,
DB04145,Pyridylcarbinol,,
DB04145,Pyridylmethanol,,
DB04149,(−)-rolipram,,
DB04149,(R)-(-)-rolipram,,
DB04149,(R)-(−)-rolipram,,
DB04149,(R)-4-(3-Cyclopentyloxy-4-methoxy-phenyl)-pyrrolidin-2-one,,
DB04149,R-rolipram,,
DB04160,acide diphosphorique,French,
DB04160,Diphosphoric acid,,
DB04160,Diphosphorsäure,German,
DB04160,Pyrophosphorsäure,German,
DB04166,2-Aminobenzoesäure,German,
DB04166,2-aminobenzoic acid,,
DB04166,2-carboxyaniline,,
DB04166,o-Aminobenzoesäure,German,
DB04166,o-Aminobenzoic acid,,
DB04166,o-carboxyaniline,,
DB04166,Vitamin L1,,
DB04167,N-acetyl-L-glutamine,,
DB04185,(S)-2-Aminopentanoic acid,,
DB04185,2-Aminopentanoic acid,,
DB04185,2-Aminovaleric acid,,
DB04185,L-2-aminopentanoic acid,,
DB04185,L-2-Aminovaleric acid,,
DB04185,L-Norvaline,,
DB04200,(-)-Matairesinol,,
DB04200,"(alphaR,betaR)-alpha,beta-Bis(4-hydroxy-3-methoxybenzyl)butyrolactone",,
DB04200,"3R,4R-Bis((4-hydroxy-3-methoxyphenyl)methyl)dihydro-2(3H)-furanone",,
DB04200,Artigenin congener,,
DB04200,Dibenzylbutyrolactone lignanolide,,
DB04209,"1,1'-(1,10-Decanediyl)bis(4-amino-2-methylquinolinium) dichloride",,
DB04209,"1,1'-Decamethylenebis(4-aminoquinaldinium chloride)",,
DB04209,Decamethylenebis(4-aminoquinaldinium chloride),,
DB04216,"3,5,7,3',4'-Pentahydroxyflavone",,
DB04217,(S)-2-Amino-3-butynoic acid,,
DB04217,(S)-2-Amino-4-pentynoic acid,,
DB04217,L-C-Propargylglycine,,
DB04221,Didecyl-dimethyl-ammonium,,
DB04221,Didecyldimethylammonium cation,,
DB04221,Didecyldimethylammonium ion,,
DB04221,Didecyldimonium,,
DB04223,L-NNA,,
DB04223,N-nitro-l-arginine,,
DB04223,N-omega-nitro-l-arginine,,
DB04223,N(g)-nitro-l-arginine,,
DB04223,N(g)-nitroarginine,,
DB04223,"N5-(Nitroamidino)-L-2,5-diaminopentanoic acid",,
DB04223,NG-nitro-l-arginine,,
DB04223,NG-NO2-L-Arg,,
DB04223,Ngamma-nitro-l-arginine,,
DB04223,Nitro-l-arginine,,
DB04223,Nomega-nitro-l-arginine,,
DB04223,NRG,,
DB04240,"1,2-HYDRO-1-OXY-3,4-HYDRO-3-(1-METHOXY-2-OXY-3,4-DIHYDROXYPENTYL)-8,9-DIHYDROXY-7-(SEC-BUTYL)-ANTHRACENE",,
DB04248,"beta-1,4-galactotrioside",,
DB04248,β-D-Gal-(1→4)-β-D-Gal-(1→4)-β-D-Gal,,
DB04248,β-D-galactosyl-(1→4)-β-D-galactosyl-(1→4)-β-D-galactose,,
DB04248,β-D-Galp-(1→4)-β-D-Galp-(1→4)-β-D-Galp,,
DB04257,(9Z)-hexadecenoic acid,,
DB04257,(Z)-9-hexadecenoic acid,,
DB04257,(Z)-hexadec-9-enoic acid,,
DB04257,9-cis-hexadecenoic acid,,
DB04257,cis-9-Hexadecenoic acid,,
DB04257,palmitolinoleic acid,,
DB04257,zoomaric acid,,
DB04258,"(5Z,7E,22E,24E)-(1S,3R)-26,27-dimethyl-24a-homo-9,10-seco-5,7,10(19),22,24-cholestapentaene-1,3,25-triol",,
DB04258,"22-24-DIENE-24A,26A,27A,TRIHOMO-1ALPHA,25-DIHYDROXYVITAMIN D3",,
DB04265,(-)-N-acetyl-beta-neuraminic acid,,
DB04265,beta-sialic acid,,
DB04265,N-acetyl-beta-D-neuraminic acid,,
DB04265,N-acetyl-β-neuraminic acid,,
DB04265,β-Neu5Ac,,
DB04272,2-Hydroxytricarballylic acid,,
DB04272,"3-Carboxy-3-hydroxypentane-1,5-dioic acid",,
DB04272,"Citric Acid, Anhydrous",,RxNorm
DB04272,Citronensäure,German,
DB04282,2-deoxy-2-fluoro-alpha-D-glucose,,
DB04282,2-DEOXY-2-FLUORO-GLUCOSE,,
DB04284,"(S)-2-carboxylato-1,1-dimethylpyrrolidinium",,
DB04284,L-stachydrine,,
DB04284,Methyl hygrate betaine,,
DB04284,Methyl hygrate βine,,
DB04284,"N,N-dimethyl-L-proline",,
DB04284,Proline betaine,,
DB04284,Stachydrine,,
DB04286,β-D-ribopyranose,,
DB04291,(2S)-Amino(4-Hydroxyphenyl)Acetic Acid,,
DB04291,(S)-(4-hydroxyphenyl)glycine,,
DB04291,L-2-(p-hydroxyphenyl)glycine,,
DB04291,L-4-hydroxyphenylglycine,,
DB04304,Xylosecarboxylic acid,,
DB04308,(R)-(4-hydroxyphenyl)glycine,,
DB04308,(R)-2-(4-hydroxyphenyl)glycine,,
DB04308,(R)-alpha-Amino-4-hydroxybenzeneacetic acid,,
DB04308,(R)-ethyl 2-amino-2-(4-hydroxyphenyl)acetate,,
DB04308,4-hydroxy-d-phenylglycine,,
DB04308,D-(-)-2-(p-hydroxyphenyl)glycine,,
DB04308,D-(-)-4-hydroxyphenylglycine,,
DB04308,D-(-)-amino(4-hydroxyphenyl)acetic acid,,
DB04308,D-(-)-p-hydroxyphenylglycine,,
DB04308,D-2-amino-2-(p-hydroxyphenyl)acetic acid,,
DB04308,D-4-hydroxyphenylglycine,,
DB04308,D-N-(4-Hydroxyphenyl)glycine,,
DB04308,D-p-hydroxyphenylglycine,,
DB04308,P-hydroxy-(R)-phenylglycine,,
DB04308,P-hydroxy-d-phenylglycine,,
DB04313,3-methyl-beta-D-aspartic acid,,
DB04313,D-methyl aspartic acid,,
DB04325,2-phenylethylamine,,
DB04325,benzeneethanamine,,
DB04325,beta-Phenylethylamine,,
DB04325,Phenylethylamine,,
DB04325,β-aminoethylbenzene,,
DB04325,β-phenethylamine,,
DB04326,1-hydroxy-3-(phosphonooxy)-2-Propanone,,
DB04326,1-Hydroxy-3-(phosphonooxy)acetone,,
DB04326,"1,3-Dihydroxy-2-propanone monodihydrogen phosphate",,
DB04326,"1,3-Dihydroxy-2-propanone phosphate",,
DB04326,"1,3-Dihydroxyacetone 1-phosphate",,
DB04326,3-hydroxy-2-oxopropyl phosphate,,
DB04326,DHAP,,
DB04326,Dihydroxyacetone monophosphate,,
DB04326,Glycerone monophosphate,,
DB04326,Glycerone phosphate,,
DB04333,"1,8-Diaminooctane",,
DB04333,"1,8-Octamethylenediamine",,
DB04333,"1,8-Octanediamine",,
DB04333,"1,8-Octylenediamine",,
DB04334,"2,4,5-trihydroxyphenylalanine quinone",,
DB04334,"5-(2-carboxy-2-aminoethyl)-2-hydroxy-1,4-benzoquinone",,
DB04334,"5-(2-carboxy-2-aminoethyl)-4-hydroxy-1,2-benzoquinone",,
DB04334,Topa quinone,,
DB04335,beta-Inosine,,
DB04335,Hypoxanthosine,,
DB04335,INO,,
DB04335,Inosina,Spanish,INN
DB04335,Inosinum,Latin,INN
DB04335,Oxiamin,,
DB04335,Ribonosine,,
DB04339,(L)-2-Amino-3-(carboxymethylthio)propionic acid,,
DB04339,(R)-S-(carboxymethyl)cysteine,,
DB04339,L-3-((carboxymethyl)thio)alanine,,
DB04339,L-carbocysteine,,
DB04339,S-(carboxymethyl)-(R)-cysteine,,
DB04339,S-carboxymethyl-L-cysteine,,
DB04339,S-carboxymethylcysteine,,
DB04345,"6,7-Dimethylalloxazine",,
DB04345,"7,8-dimethylbenzo[g]pteridine-2,4(1H,3H)-dione",,
DB04345,"7,8-dimethylisoalloxazine",,
DB04345,lumichrome,,
DB04345,Riboflavin lumichrome,,
DB04349,"(S)-1,2-Propanediol",,
DB04349,"(S)-propane-1,2-diol",,
DB04349,(S)-Propylene glycol,,
DB04349,"S-1,2-Propanediol",,
DB04350,FO 7314,,
DB04352,5-O-phosphono-beta-D-ribofuranose,,
DB04352,5-O-phosphono-β-D-ribofuranose,,
DB04352,β-D-ribofuranose 5-phosphate,,
DB04361,"Diazene, methyl- (9CI)",,
DB04361,Methyldiimide,,
DB04364,(R)-2-acetoin,,
DB04364,(R)-3-hydroxy-2-butanone,,
DB04364,(R)-3-hydroxybutan-2-one,,
DB04364,(R)-dimethylketol,,
DB04370,Cysteine-S-sulfate,,
DB04370,Cysteine-S-sulfonate,,
DB04370,Cysteine-S-Sulfonic Acid,,
DB04370,Cysteinyl-S-sulfonate,,
DB04370,Cysteinyl-S-sulfonic acid,,
DB04370,L-Cysteine S-sulfate,,
DB04370,S-Sulfo-L-cysteine,,
DB04370,S-Sulfocysteine,,
DB04383,(S)-(+)-2-Amino-3-methyl-1-butanol,,
DB04383,(S)-2-Amino-3-methylbutanol,,
DB04383,2-Amino-3-methyl-1-butanol,,
DB04383,2-amino-3-methylbutan-1-ol,,
DB04384,"(8,12-Diethyl-3,8,13,17-Tetramethyl-7-Oxo-Porphyrinato-2,18-Dipropionic Acid)Iron(III)",,
DB04393,5-chloro-2-(p-chlorophenoxy)phenol,,
DB04393,Hydroxydichlorodiphenyl ether,,
DB04398,(±)-2-hydroxypropanoic acid,,
DB04398,2-Hydroxypropanoic acid,,
DB04398,2-Hydroxypropionic acid,,
DB04398,Acidum lacticum,Latin,
DB04398,DL- lactic acid,,
DB04398,DL-Lactic Acid,,
DB04398,DL-Milchsäure,German,
DB04398,Lacticum acidum,Latin,
DB04398,Milchsäure,German,
DB04398,Milk acid,,
DB04398,rac-lactic acid,,
DB04398,α-hydroxypropanoic acid,,
DB04398,α-hydroxypropionic acid,,
DB04400,Dihydrobiopterin,,
DB04400,L-erythro-q-Dihydrobiopterin,,
DB04400,q-BH2,,
DB04400,Quinonoid dihydrobiopterin,,
DB04410,3-phenyl-1-aminopropane,,
DB04410,3-phenyl-1-propylamine,,
DB04410,3-phenyl-N-propylamine,,
DB04410,3-phenylpropanamine,,
DB04410,benzenepropanamine,,
DB04410,gamma-phenyl-n-propylamine,,
DB04410,gamma-phenylpropylamine,,
DB04410,hydrocinnamylamine,,
DB04418,Aspartyl adenylate,,
DB04418,N-[9-(5-O-phosphono-beta-D-ribofuranosyl)-9H-purin-6-yl]aspartic acid,,
DB04418,"N(6)-(1,2-dicarboxyethyl)-AMP",,
DB04418,"N(6)-(1,2-dicarboxyethyl)AMP",,
